#,Product Name,Technical Name
209,Krishikranti Proton Acetamiprid 20% SP Insecticide,Acetamiprid 20% SP
210,Krishikranti Thiomax Thiamethoxam 25% WG Insecticide for Whitefly & Sucking Pest Control,Thiamethoxam 25% WG
211,Krishikranti Cargar Chlorantraniliprole 18.5% SC Insecticide for Caterpillar & Borer Control,Chlorantraniliprole 18.5% SC
212,"Krishikranti Feno-50 Fenobucarb 50% EC | Brown Planthopper & Green Leafhopper Control Insecticide for Paddy, Cotton & Ve",Fenobucarb 50% EC
213,Krishikranti Ethon Cyper Ethion 40% + Cypermethrin 5% Ec,Ethion 40% + Cypermethrin 5% EC
214,"Krishikranti Alpha Cyper 161 – Chlorpyriphos 16% + Alphacypermethrin 1% EC Combination Insecticide for Termite, Bollworm",Chlorpyriphos 16% + Alphacypermethrin 1% EC
215,"Krishikranti Cyhalomaster Lambda Cyhalothrin 4.9% CS | Capsule Suspension Insecticide for Bollworm, Stem Borer, Whitefly",Lambda Cyhalothrin 4.9% CS
216,Krishikranti Emaan Emamectin Benzoate 5% SG Insecticide for Caterpillar & Borer Control,Emamectin Benzoate 5% SG
217,"Krishikranti Alphosides Quinalphos 25% EC – Contact & Stomach Action Insecticide for Stem Borer, Leaf Folder & Bollworm ",Quinalphos 25% EC
218,Krishikranti F+IMIDA Fipronil 40% + Imidacloprid 40% WG Insecticide for Sucking & Soil Pests,Fipronil 40% + Imidacloprid 40% WG
219,"krishikranti Fifty Horses Diafenthiuron 50% WP Insecticide | Effective Control of Whiteflies, Aphids & Mites",Horses Diafenthiuron 50% WP
220,Krishikranti Del-11 Deltamethrin 11% EC Insecticide for Sucking & Chewing Pest Control,Deltamethrin 11% EC
221,"krishikranti Immediate Imidacloprid 30.5% SC Systemic Insecticide for Aphids, Jassids & Whiteflies Control",Imidacloprid 30.5% SC
222,"Krishikranti Ninja Cyper Cypermethrin 10% EC | Synthetic Pyrethroid Insecticide for Bollworm, Caterpillar & Sucking Pest",Cyper Cypermethrin 10% EC
223,Krishikranti Proper 404 Profenophos 40% + Cypermethrin 4% EC Insecticide – Bollworm & Sucking Pest Control,404 Profenophos 40% + Cypermethrin 4% EC
224,Krishikranti German 505 Chlorpyriphos 50% + Cypermethrin 5% EC Insecticide – Broad Spectrum Pest Control,505 Chlorpyriphos 50% + Cypermethrin 5% EC
225,"Krishikranti Metcyper Cypermethrin 25% EC : Insecticide for Bollworm, Fruit Borer & Jassid Control in Cotton, Okra & Bri",Cypermethrin 25% EC
226,Krishikranti Emaan-19 Emamectin Benzoate 1.9% EC Insecticide for Caterpillars & Borers Control,Emamectin Benzoate 1.9% EC
227,Krishikranti Imidasecure Imidacloprid 17.8% SL Insecticide for Sucking Pest Control,Imidacloprid 17.8% SL
228,Krishikranti Imidapro Imidacloprid 70% WG Insecticide for Sucking Pest Control,Imidacloprid 70% WG
